address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
5230 W Franklin Rd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2='2', RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut='None', Smoking=None, WheelchairAccessible=None, WiFi=None)",7mOTgpIGoZ-6cF6hHhMvZw,"Grocery, Fashion, Drugstores, Food, Shopping, Department Stores",Boise,"Row(Friday='9:0-21:0', Monday='9:0-21:0', Saturday='9:0-19:0', Sunday='10:0-18:0', Thursday='9:0-21:0', Tuesday='9:0-21:0', Wednesday='9:0-21:0')",1,43.6027565002,-116.2439041138,Fred Meyer,83705,8,4.0,ID
1624 99 Street NW,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2='3', RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)",rT9Eg9GdrvBcxuG9TH_RQA,"Sporting Goods, Fashion, Outdoor Gear, Bikes, Sports Wear, Shopping",Edmonton,"Row(Friday='11:0-18:0', Monday='0:0-0:0', Saturday='12:0-19:0', Sunday='11:0-17:0', Thursday='9:0-21:0', Tuesday='10:0-17:0', Wednesday='9:0-21:0')",1,53.4457339239,-113.4873230879,MEC South Edmonton Common,T6N 1N5,7,4.5,AB
3380 Kietzke Ln,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin='False', BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed='True', DriveThru='True', GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut='None', Smoking=None, WheelchairAccessible='True', WiFi=""u'free'"")",w8C_pRQvdIXQ5VRWlW2M3w,"Juice Bars & Smoothies, Bagels, Coffee & Tea, Food",Reno,"Row(Friday='7:0-19:0', Monday='0:0-0:0', Saturday='5:0-19:0', Sunday='5:0-19:0', Thursday='5:0-17:0', Tuesday='5:0-19:0', Wednesday='5:0-19:0')",1,39.4921888,-119.7886223687,The Human Bean,89502,37,4.5,NV
2515 B Manhattan Blvd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'full_bar'"", Ambience=""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters='False', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru='True', GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'free'"")",niEm9LkcLOrvsDzjXD6WpQ,"Fish & Chips, Burgers, Seafood, Restaurants",Harvey,"Row(Friday='10:30-21:0', Monday='10:30-21:0', Saturday='10:30-21:0', Sunday='10:30-21:0', Thursday='10:30-21:0', Tuesday='10:30-21:0', Wednesday='10:30-21:0')",1,29.8768457,-90.0482728,New Orleans Hamburger & Seafood Co.,70058,113,3.5,LA
840 Auburn Hill Dr,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=None, ByAppointmentOnly='False', Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible='True', WiFi=None)",hw923zJjFiIIdmjqu9VWkA,"Apartments, Home Services, Real Estate",Indianapolis,"Row(Friday='9:0-17:30', Monday='9:0-17:30', Saturday='10:0-17:0', Sunday=None, Thursday='9:0-17:30', Tuesday='9:0-17:30', Wednesday='9:0-17:30')",1,39.7777515292,-86.2616817108,Auburn Hill Apartments,46224,7,2.0,IN
Citizens Bank Park,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed='False', DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)",pCmaISSyKum22MOtPOxL-w,"Arts & Entertainment, Professional Sports Teams",Philadelphia,,1,39.9057900395,-75.1663008124,Philadelphia Phillies,19176,94,4.5,PA
"West Edmonton Mall, 2902 - 8882 170th St NW","Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=None, ByAppointmentOnly='False', Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2='3', RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)",EbrK0e_Mv-B4bM_xL1BgkQ,"Shopping, Fashion, Women's Clothing, Formal Wear, Bridal",Edmonton,"Row(Friday='10:0-21:0', Monday='10:0-21:0', Saturday='10:0-21:0', Sunday='11:0-18:0', Thursday='10:0-21:0', Tuesday='10:0-21:0', Wednesday='10:0-21:0')",1,53.5235519,-113.6157074,Style America,T5T 3J7,7,1.0,AB
"2601 E Henry Ave, Ste B4","Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)",3MlRzdQOWtqoIPOJCD4Yig,"Transmission Repair, Auto Repair, Automotive",Tampa,"Row(Friday='8:0-17:0', Monday='8:0-17:0', Saturday=None, Sunday=None, Thursday='8:0-17:0', Tuesday='8:0-17:0', Wednesday='8:0-17:0')",1,27.9992077,-82.4304516,Superior Transmissions,33610,5,3.5,FL
933 N Broad St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'none'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='False', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='1', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=None)",aurl4I40YVQfQ8loOdgKCg,"Chicken Wings, Restaurants, Fast Food",Philadelphia,"Row(Friday='10:0-3:0', Monday='10:0-3:0', Saturday='10:0-4:0', Sunday='10:0-4:0', Thursday='10:0-3:0', Tuesday='10:0-3:0', Wednesday='10:0-3:0')",1,39.971145,-75.15902,Crown Fried Chicken,19123,11,3.5,PA
631 Dunn Cir,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=None, ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut='False', Smoking=None, WheelchairAccessible=None, WiFi=None)",V4THIJk9uhoxL7f06fK5VA,"Caterers, Party Equipment Rentals, Food, Venues & Event Spaces, Event Planning & Services, Restaurants, Food Delivery Services",Sparks,"Row(Friday='8:0-17:0', Monday='8:0-17:0', Saturday=None, Sunday=None, Thursday='8:0-17:0', Tuesday='8:0-17:0', Wednesday='8:0-17:0')",1,39.528286,-119.734864,Roundabout Catering,89431,38,5.0,NV
801 Magazine St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': None, 'casual': None}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups=None, RestaurantsPriceRange2='2', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)",ifofBiQeb6DI0-u0KEQybg,"Salad, Restaurants, Breakfast & Brunch, Food",New Orleans,"Row(Friday='8:30-23:0', Monday='8:30-21:45', Saturday='8:30-23:0', Sunday='8:30-22:0', Thursday='8:30-22:0', Tuesday='8:30-22:0', Wednesday='8:30-22:0')",1,29.945239,-90.069555,HAPPYJAXX,70130,24,4.0,LA
7533 Lords Chapel Dr,,RXvxF6uZLUNiblUgV0DYGw,"Religious Organizations, Churches",Nashville,"Row(Friday=None, Monday='9:0-16:0', Saturday=None, Sunday='10:0-12:0', Thursday='9:0-16:0', Tuesday='9:0-16:0', Wednesday='9:0-16:0')",1,36.0266418457,-86.7101076087,Citipointe Church,37211,6,4.0,TN
451 W Main St,,RaudZPPMftkimn3jgw5D2g,"Financial Services, Real Estate, Home Services, Mortgage Brokers, Banks & Credit Unions",Hendersonville,"Row(Friday='9:0-17:0', Monday='0:0-0:0', Saturday='9:0-14:0', Sunday='9:0-14:0', Thursday='9:0-17:0', Tuesday='9:0-17:0', Wednesday='9:0-17:0')",1,36.301861349,-86.631506292,Bank of America Financial Center,37075,8,1.5,TN
408 Sam Ridley Pkwy,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'full_bar'"", Ambience=""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV='False', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='True', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'free'"")",mGpLYGly9TmJsWiELfHXYg,"Cajun/Creole, Restaurants, American (New)",Smyrna,"Row(Friday='11:0-23:0', Monday='11:0-22:0', Saturday='11:0-23:0', Sunday='11:0-22:0', Thursday='11:0-22:0', Tuesday='11:0-22:0', Wednesday='11:0-22:0')",0,35.986072,-86.549655,Raz'z Restaurant,37167,44,3.5,TN
15532 Old Hickory Blvd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'full_bar'"", Ambience=""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='False', BusinessAcceptsBitcoin='False', BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters='False', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed='False', DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='True', RestaurantsTableService='True', RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'no'"")",_cndcbuaqSRW5f-MeZasNw,"Steakhouses, Chinese, Japanese, Restaurants, Korean, Sushi Bars",Nashville,"Row(Friday='11:0-21:30', Monday='11:0-20:30', Saturday='11:0-21:30', Sunday='12:0-20:30', Thursday='11:0-20:30', Tuesday='11:0-20:30', Wednesday='11:0-20:30')",1,36.040788,-86.7402801,Toyama Japanese Steak House,37211,142,3.0,TN
4005 Clover Bar Road,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'none'"", Ambience=""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=None, ByAppointmentOnly=None, Caters='False', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'quiet'"", Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=None)",iapJoe3OzxeZqOGUJxnG3w,"Cafes, Juice Bars & Smoothies, Restaurants, Fast Food, Food",Sherwood Park,"Row(Friday='7:0-20:0', Monday='7:0-20:0', Saturday='10:0-16:0', Sunday='10:0-16:0', Thursday='7:0-20:0', Tuesday='7:0-20:0', Wednesday='7:0-20:0')",1,53.5568884242,-113.2741134955,Fresh Healthy Cafe,T8H 0M4,8,3.5,AB
"1400 Parkway Ave, Ste B6","Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2='1', RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)",HLzoOLTC48DPyG2gGD3g8w,"Laundry Services, Sewing & Alterations, Local Services, Dry Cleaning",Ewing,"Row(Friday='7:30-19:0', Monday='7:30-19:0', Saturday='8:0-16:0', Sunday=None, Thursday='7:30-19:0', Tuesday='7:30-19:0', Wednesday='7:30-19:0')",1,40.2668877,-74.8056572,Pristine Dry Cleaner,08628,5,4.0,NJ
1800 Marlton Pike W,,dxNmbVCP-HGrDkPi4lqKDw,"Automotive, Auto Repair, Car Dealers",Cherry Hill,,1,39.9190822,-75.0314522,Cherry Hill Motors-Mercedes-Benz Leasing,08002,7,2.0,NJ
8815 New Falls Rd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)",o9o6Doucymlma6aU7e22DA,"Active Life, Bowling",Levittown,"Row(Friday='18:0-1:0', Monday='12:0-22:0', Saturday='18:0-1:0', Sunday='14:0-21:0', Thursday='18:0-22:0', Tuesday='18:0-22:0', Wednesday='18:0-22:0')",1,40.1750656571,-74.8307601694,Levittown Lanes,19054,15,2.0,PA
"1125 S Black Horse Pike, Space 575","Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2='1', RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""'free'"")",lo2VbA7Lwzu3i23pQpmzlw,"Food, Coffee & Tea",Gloucester Township,"Row(Friday='9:30-20:0', Monday='0:0-0:0', Saturday='9:30-20:0', Sunday='12:0-18:0', Thursday='10:30-20:0', Tuesday='10:30-20:0', Wednesday='10:30-20:0')",1,39.78403,-75.05207,Starbucks,08012,15,3.0,NJ
110 Barclay Shopping Ctr,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""'none'"", Ambience=""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='False', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='1', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""'no'"")",WMI3BjDby0U-IF6NnN0SXA,"Restaurants, Pizza",Cherry Hill,"Row(Friday='10:0-21:30', Monday='10:0-21:30', Saturday='10:0-21:30', Sunday=None, Thursday='10:0-21:30', Tuesday='10:0-21:30', Wednesday='10:0-21:30')",1,39.9100678,-74.9958273,Cherry Hill Pizza,08034,27,3.0,NJ
615 Paseo Nuevo,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2='3', RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)",TteUG63xhW8ORWNzQ1i_1w,"Sporting Goods, Women's Clothing, Shopping, Men's Clothing, Fashion, Sports Wear, Children's Clothing",Santa Barbara,"Row(Friday='10:0-21:0', Monday='0:0-0:0', Saturday='10:0-20:0', Sunday='11:0-19:0', Thursday='10:0-21:0', Tuesday='10:0-21:0', Wednesday='10:0-21:0')",1,34.419317,-119.699999,Gap,93101,10,2.0,CA
10150 US Highway 19,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'none'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters='False', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""'average'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='1', RestaurantsReservations='True', RestaurantsTableService='True', RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""'free'"")",0oogOBGXNj39Wnl2SKoe0w,"Restaurants, Breakfast & Brunch, Coffee & Tea, Food",Port Richey,"Row(Friday='7:0-15:0', Monday='7:0-15:0', Saturday='7:0-15:0', Sunday='7:0-14:0', Thursday='7:0-15:0', Tuesday='7:0-15:0', Wednesday='7:0-15:0')",1,28.3052669,-82.7011217,Breakfast Club,34668,80,4.5,FL
